tick,timestamp,mid_price,bid_price,ask_price,inventory,cash,realized_pnl,unrealized_pnl,total_pnl,trade_count,volatility,reservation_price,half_spread
1608,2607000,54050,57050,57250,200,-10720000,0,0,0,1,0.0174861,54050,50
1609,2608000,53950,57050,57250,200,-10720000,0,0,0,1,0.0174896,53950,50
1610,2609000,54150,57050,57250,200,-10720000,0,0,0,1,0.017501,54150,50
1611,2610000,54050,57050,57250,200,-10720000,0,0,0,1,0.0175983,54050,50
1612,2611000,54050,57050,57250,200,-10720000,0,0,0,1,0.0175034,54050,50
1613,2612000,54150,57050,57250,200,-10720000,0,0,0,1,0.0172203,54150,50
1614,2613000,53950,57050,57250,200,-10720000,0,0,0,1,0.0176134,53950,50
1615,2614000,54050,57050,57250,200,-10720000,0,0,0,1,0.0176172,54050,50
1616,2615000,54150,57050,57250,200,-10720000,0,0,0,1,0.0176211,54150,50
1617,2616000,54350,57050,57250,200,-10720000,0,0,0,1,0.0179115,54350,50
1618,2617000,54550,57050,57250,200,-10720000,0,0,0,1,0.0179224,54550,50
1619,2618000,54650,57050,57250,200,-10720000,0,0,0,1,0.0180157,54650,50
1620,2619000,54450,57050,57250,200,-10720000,0,0,0,1,0.0182952,54450,50
1621,2620000,54250,57050,57250,200,-10720000,0,0,0,1,0.0186616,54250,50
1622,2621000,54050,57050,57250,200,-10720000,0,0,0,1,0.0190236,54050,50
1623,2622000,54050,57050,57250,200,-10720000,0,0,0,1,0.0189365,54050,50
1624,2623000,53850,57050,57250,200,-10720000,0,0,0,1,0.0192098,53850,50
1625,2624000,53950,57050,57250,200,-10720000,0,0,0,1,0.0189503,53950,50
